BR,G_tot,a_r,g,mDM,mV,xsection_monotop,xsection_offshellV,xsection_onshellV,xsection_tt_exclusive
0.7,29.30351,0.17,0.879376,1.0,1000.0,0.08818653,0.00113180276,0.0055132211,0.01710842
0.8,43.955265,0.17,1.151373,1.0,1000.0,0.1010867,0.00112893341,0.0036677252,0.017090736
0.9,87.910531,0.17,1.727059,1.0,1000.0,0.1138818,0.00112801205,0.0017982329,0.017022384
0.01,9.955266,0.18,0.061262,1.0,1000.0,0.0014027834,0.0014204562,0.020594922,0.021523908
0.1,10.950793,0.18,0.203183,1.0,1000.0,0.014072005,0.0014204389,0.018647727,0.0215236
0.2,12.319642,0.18,0.304775,1.0,1000.0,0.02810932,0.0014212504,0.016579499,0.021523586
0.3,14.079591,0.18,0.399044,1.0,1000.0,0.04219966,0.001421332,0.0145512646,0.021523073
0.4,16.426189,0.18,0.497696,1.0,1000.0,0.05651599,0.0014209683,0.0124422414,0.021522346
0.5,19.711427,0.18,0.60955,1.0,1000.0,0.07056042,0.0014205297,0.0103325735,0.021519008
0.6,24.639284,0.18,0.746544,1.0,1000.0,0.08439753,0.001421247,0.0082587464,0.021502439
0.7,32.852378,0.18,0.931104,1.0,1000.0,0.09905626,0.0014218729,0.0062212041,0.021489285
0.8,49.278567,0.18,1.219101,1.0,1000.0,0.11345484,0.0014199031,0.0040909228,0.021476623
0.9,98.557135,0.18,1.828651,1.0,1000.0,0.12726267,0.0014066307,0.0020085301,0.021388735
0.01,11.092133,0.19,0.064666,1.0,1000.0,0.0015689569,0.0017634073,0.022876196,0.026720223
0.1,12.201346,0.19,0.214471,1.0,1000.0,0.015692312,0.0017644159,0.020729594,0.026720312
0.2,13.726515,0.19,0.321707,1.0,1000.0,0.031380761,0.0017646694,0.018417701,0.026719693
0.3,15.687445,0.19,0.421214,1.0,1000.0,0.047131921,0.0017639249,0.01615368,0.026718769
0.4,18.302019,0.19,0.525346,1.0,1000.0,0.0629056,0.001764317,0.0138653716,0.02671533
0.5,21.962423,0.19,0.643414,1.0,1000.0,0.0783746,0.0017651179,0.0114953307,0.026696773
0.6,27.453029,0.19,0.788018,1.0,1000.0,0.09445556,0.0017670498,0.0091846449,0.026681366
0.7,36.604039,0.19,0.982832,1.0,1000.0,0.11016956,0.001762977,0.0068592935,0.026679609
0.8,54.906058,0.19,1.286829,1.0,1000.0,0.12624521,0.0017638367,0.0045466978,0.02665112
0.9,109.812116,0.19,1.930243,1.0,1000.0,0.14186619,0.0017508006,0.0022608313,0.026509431
0.01,12.290452,0.2,0.068069,1.0,1000.0,0.0017340642,0.0021662151,0.025329768,0.03280528
0.1,13.519497,0.2,0.225759,1.0,1000.0,0.017381195,0.0021665755,0.02303553,0.032804764
0.2,15.209434,0.2,0.338639,1.0,1000.0,0.034754212,0.0021651979,0.020554025,0.03280384
0.3,17.382211,0.2,0.443383,1.0,1000.0,0.0520621,0.0021663535,0.017903095,0.032802302
0.4,20.279246,0.2,0.552995,1.0,1000.0,0.06965062,0.0021664335,0.0152674853,0.032797748
0.5,24.335095,0.2,0.677278,1.0,1000.0,0.08715614,0.0021661073,0.0127583816,0.032791955
0.6,30.418869,0.2,0.829493,1.0,1000.0,0.10455902,0.0021676021,0.0101950295,0.032761295
0.7,40.558492,0.2,1.03456,1.0,1000.0,0.12213695,0.0021637281,0.0075816532,0.032739201
0.8,60.837738,0.2,1.354556,1.0,1000.0,0.13932826,0.0021650917,0.0050168834,0.032703779
